"","tank","genotype","Datetime","Date","Time","Type","No.","X1.F","X1.Fm.","X1.PAR","MQY","X1.ETR","sample","pos","Zone","treatment","sample_rep"
"643",3,"8","06:14.0","11/24/20","20:06:14",FALSE,186,455,929,1,0.51,0.3,"8-I","I","high","H","8-I 3"
"644",3,"5","05:52.0","11/24/20","20:05:52",FALSE,185,297,808,1,0.632,0.3,"5-I","I","low","H","5-I 3"
"645",3,"2","57:05.0","11/24/20","19:57:05",FALSE,161,437,1193,1,0.634,0.3,"2-O","O","low","H","2-O 3"
"646",3,"11","06:27.0","11/24/20","20:06:27",FALSE,187,254,735,1,0.654,0.3,"11-O","O","low","H","11-O 3"
"647",3,"12","07:24.0","11/24/20","20:07:24",FALSE,189,573,1230,1,0.534,0.3,"12-I","I","high","H","12-I 3"
"648",3,"8","04:33.0","11/24/20","20:04:33",FALSE,181,154,354,1,0.565,0.3,"8-O","O","high","H","8-O 3"
"649",3,"3","56:12.0","11/24/20","19:56:12",FALSE,159,357,1348,1,0.735,0.4,"3-I","I","low","H","3-I 3"
"650",4,"2","41:18.0","11/24/20","19:41:18",FALSE,109,304,789,1,0.615,0.3,"2-I","I","low","C","2-I 4"
"651",4,"7","39:29.0","11/24/20","19:39:29",FALSE,104,420,1123,1,0.626,0.3,"7-I","I","high","C","7-I 4"
"652",4,"11","47:46.0","11/24/20","19:47:46",FALSE,135,459,1454,1,0.684,0.3,"11-I","I","low","C","11-I 4"
"653",4,"13","41:02.0","11/24/20","19:41:02",FALSE,108,330,1029,1,0.679,0.3,"13-O","O","high","C","13-O 4"
"654",4,"1","42:52.0","11/24/20","19:42:52",FALSE,116,348,934,1,0.627,0.3,"1-O","O","low","C","1-O 4"
"655",4,"2","44:39.0","11/24/20","19:44:39",FALSE,123,282,798,1,0.647,0.3,"2-O","O","low","C","2-O 4"
"656",4,"8","48:51.0","11/24/20","19:48:51",FALSE,139,347,1311,1,0.735,0.4,"8-I","I","high","C","8-I 4"
"657",4,"12","40:09.0","11/24/20","19:40:09",FALSE,106,529,1506,1,0.649,0.3,"12-I","I","high","C","12-I 4"
"658",4,"11","49:08.0","11/24/20","19:49:08",FALSE,140,197,658,1,0.701,0.4,"11-O","O","low","C","11-O 4"
"659",4,"7","46:25.0","11/24/20","19:46:25",FALSE,130,358,1073,1,0.666,0.3,"7-O","O","high","C","7-O 4"
"660",4,"1","42:08.0","11/24/20","19:42:08",FALSE,113,316,823,1,0.616,0.3,"1-I","I","low","C","1-I 4"
"661",4,"4","39:53.0","11/24/20","19:39:53",FALSE,105,355,1114,1,0.681,0.3,"4-I","I","low","C","4-I 4"
"662",4,"12","42:37.0","11/24/20","19:42:37",FALSE,115,308,1382,1,0.777,0.4,"12-O","O","high","C","12-O 4"
"663",4,"3","48:05.0","11/24/20","19:48:05",FALSE,136,363,1060,1,0.658,0.3,"3-O","O","low","C","3-O 4"
"664",4,"8","46:04.0","11/24/20","19:46:04",FALSE,129,363,1100,1,0.67,0.3,"8-O","O","high","C","8-O 4"
"665",4,"10","42:23.0","11/24/20","19:42:23",FALSE,114,342,1190,1,0.713,0.4,"10-O","O","high","C","10-O 4"
"666",4,"13","40:39.0","11/24/20","19:40:39",FALSE,107,424,1325,1,0.68,0.3,"13-I","I","high","C","13-I 4"
"667",4,"9","41:37.0","11/24/20","19:41:37",FALSE,110,476,1581,1,0.699,0.3,"9-O","O","high","C","9-O 4"
"668",4,"10","44:02.0","11/24/20","19:44:02",FALSE,120,334,1363,1,0.755,0.4,"10-I","I","high","C","10-I 4"
"669",4,"4","46:40.0","11/24/20","19:46:40",FALSE,131,302,828,1,0.635,0.3,"4-O","O","low","C","4-O 4"
"670",4,"9","49:46.0","11/24/20","19:49:46",FALSE,143,380,1380,1,0.725,0.4,"9-I","I","high","C","9-I 4"
"671",4,"3","44:54.0","11/24/20","19:44:54",FALSE,124,618,1509,1,0.59,0.3,"3-I","I","low","C","3-I 4"
"672",4,"5","47:30.0","11/24/20","19:47:30",FALSE,134,267,789,1,0.662,0.3,"5-O","O","low","C","5-O 4"
"673",4,"5","43:27.0","11/24/20","19:43:27",FALSE,119,375,982,1,0.618,0.3,"5-I","I","low","C","5-I 4"
"674",5,"11","06:10.0","11/24/20","22:06:10",FALSE,319,362,1058,1,0.658,0.3,"11-O","O","low","C","11-O 5"
"675",5,"5","11:13.0","11/24/20","22:11:13",FALSE,339,388,1156,1,0.664,0.3,"5-O","O","low","C","5-O 5"
"676",5,"9","04:31.0","11/24/20","22:04:31",FALSE,312,451,1446,1,0.688,0.3,"9-I","I","high","C","9-I 5"
"677",5,"7","00:39.0","11/24/20","22:00:39",FALSE,297,495,1484,1,0.666,0.3,"7-O","O","high","C","7-O 5"
"678",5,"5","03:25.0","11/24/20","22:03:25",FALSE,309,354,1110,1,0.681,0.3,"5-I","I","low","C","5-I 5"
"679",5,"13","04:06.0","11/24/20","22:04:06",FALSE,311,383,1207,1,0.683,0.3,"13-I","I","high","C","13-I 5"
"680",5,"3","59:34.0","11/24/20","21:59:34",FALSE,292,523,1534,1,0.659,0.3,"3-I","I","low","C","3-I 5"
"681",5,"2","05:46.0","11/24/20","22:05:46",FALSE,318,402,1119,1,0.641,0.3,"2-I","I","low","C","2-I 5"
"682",5,"13","01:22.0","11/24/20","22:01:22",FALSE,300,490,1405,1,0.651,0.3,"13-O","O","high","C","13-O 5"
"683",5,"10","07:54.0","11/24/20","22:07:54",FALSE,323,392,1144,1,0.657,0.3,"10-O","O","high","C","10-O 5"
"684",5,"9","00:09.0","11/24/20","22:00:09",FALSE,295,363,1014,1,0.642,0.3,"9-O","O","high","C","9-O 5"
"685",5,"1","04:46.0","11/24/20","22:04:46",FALSE,313,615,1682,1,0.634,0.3,"1-I","I","low","C","1-I 5"
"686",5,"12","08:20.0","11/24/20","22:08:20",FALSE,324,555,1555,1,0.643,0.3,"12-I","I","high","C","12-I 5"
"687",5,"10","03:10.0","11/24/20","22:03:10",FALSE,308,409,1326,1,0.692,0.3,"10-I","I","high","C","10-I 5"
"688",5,"4","00:23.0","11/24/20","22:00:23",FALSE,296,614,1896,1,0.676,0.3,"4-I","I","low","C","4-I 5"
"689",5,"4","01:38.0","11/24/20","22:01:38",FALSE,301,366,1024,1,0.643,0.3,"4-O","O","low","C","4-O 5"
"690",5,"8","07:04.0","11/24/20","22:07:04",FALSE,320,445,1191,1,0.626,0.3,"8-O","O","high","C","8-O 5"
"691",5,"8","02:55.0","11/24/20","22:02:55",FALSE,307,245,809,1,0.697,0.3,"8-I","I","high","C","8-I 5"
"692",5,"3","08:38.0","11/24/20","22:08:38",FALSE,325,423,1027,1,0.588,0.3,"3-O","O","low","C","3-O 5"
"693",5,"11","10:26.0","11/24/20","22:10:26",FALSE,334,311,995,1,0.687,0.3,"11-I","I","low","C","11-I 5"
"694",5,"7","11:45.0","11/24/20","22:11:45",FALSE,342,236,749,1,0.685,0.3,"7-I","I","high","C","7-I 5"
"695",5,"1","02:38.0","11/24/20","22:02:38",FALSE,306,657,1501,1,0.562,0.3,"1-O","O","low","C","1-O 5"
"696",5,"2","03:38.0","11/24/20","22:03:38",FALSE,310,462,1345,1,0.657,0.3,"2-O","O","low","C","2-O 5"
"697",6,"5","16:14.0","11/24/20","19:16:14",FALSE,13,351,1090,1,0.678,0.3,"5-O","O","low","C","5-O 6"
"698",6,"1","19:52.0","11/24/20","19:19:52",FALSE,27,332,1042,1,0.681,0.3,"1-I","I","low","C","1-I 6"
"699",6,"10","18:08.0","11/24/20","19:18:08",FALSE,20,326,1142,1,0.715,0.4,"10-O","O","high","C","10-O 6"
"700",6,"10","19:17.0","11/24/20","19:19:17",FALSE,25,343,1047,1,0.672,0.3,"10-I","I","high","C","10-I 6"
"701",6,"7","24:07.0","11/24/20","19:24:07",FALSE,46,303,937,1,0.677,0.3,"7-I","I","high","C","7-I 6"
"702",6,"12","17:23.0","11/24/20","19:17:23",FALSE,18,414,1067,1,0.612,0.3,"12-I","I","high","C","12-I 6"
"703",6,"3","21:21.0","11/24/20","19:21:21",FALSE,34,333,793,1,0.58,0.3,"3-O","O","low","C","3-O 6"
"704",6,"3","13:01.0","11/24/20","19:13:01",FALSE,2,424,1118,1,0.621,0.3,"3-I","I","low","C","3-I 6"
"705",6,"2","23:35.0","11/24/20","19:23:35",FALSE,43,283,880,1,0.678,0.3,"2-I","I","low","C","2-I 6"
"706",6,"5","15:55.0","11/24/20","19:15:55",FALSE,12,477,1221,1,0.609,0.3,"5-I","I","low","C","5-I 6"
"707",6,"8","18:49.0","11/24/20","19:18:49",FALSE,23,284,963,1,0.705,0.4,"8-O","O","high","C","8-O 6"
"708",6,"8","14:20.0","11/24/20","19:14:20",FALSE,6,333,1059,1,0.686,0.3,"8-I","I","high","C","8-I 6"
"709",6,"11","19:01.0","11/24/20","19:19:01",FALSE,24,499,1589,1,0.686,0.3,"11-I","I","low","C","11-I 6"
"710",6,"2","16:26.0","11/24/20","19:16:26",FALSE,14,389,1363,1,0.715,0.4,"2-O","O","low","C","2-O 6"
"711",6,"9","21:04.0","11/24/20","19:21:04",FALSE,33,326,1245,1,0.738,0.4,"9-O","O","high","C","9-O 6"
"712",6,"4","20:10.0","11/24/20","19:20:10",FALSE,28,490,1403,1,0.651,0.3,"4-I","I","low","C","4-I 6"
"713",6,"12","14:06.0","11/24/20","19:14:06",FALSE,5,448,1278,1,0.649,0.3,"12-O","O","high","C","12-O 6"
"714",6,"13","19:36.0","11/24/20","19:19:36",FALSE,26,449,1283,1,0.65,0.3,"13-I","I","high","C","13-I 6"
"715",6,"1","15:38.0","11/24/20","19:15:38",FALSE,11,350,781,1,0.552,0.3,"1-O","O","low","C","1-O 6"
"716",6,"9","23:20.0","11/24/20","19:23:20",FALSE,42,533,2062,1,0.742,0.4,"9-I","I","high","C","9-I 6"
"717",6,"7","16:59.0","11/24/20","19:16:59",FALSE,17,264,800,1,0.67,0.3,"7-O","O","high","C","7-O 6"
"718",6,"11","17:55.0","11/24/20","19:17:55",FALSE,19,417,1450,1,0.712,0.4,"11-O","O","low","C","11-O 6"
"719",6,"4","22:14.0","11/24/20","19:22:14",FALSE,37,407,1233,1,0.67,0.3,"4-O","O","low","C","4-O 6"
"720",1,"2","01:10.0","11/25/20","20:01:10",FALSE,567,284,748,1,0.62,0.3,"2-O","O","low","H","2-O 1"
"721",1,"12","59:14.0","11/25/20","19:59:14",FALSE,558,340,903,1,0.623,0.3,"12-I","I","high","H","12-I 1"
"722",1,"4","01:34.0","11/25/20","20:01:34",FALSE,569,291,668,1,0.564,0.3,"4-O","O","low","H","4-O 1"
"723",1,"11","59:56.0","11/25/20","19:59:56",FALSE,561,305,952,1,0.68,0.3,"11-I","I","low","H","11-I 1"
"724",1,"2","59:42.0","11/25/20","19:59:42",FALSE,560,378,900,1,0.58,0.3,"2-I","I","low","H","2-I 1"
"725",1,"5","00:22.0","11/25/20","20:00:22",FALSE,563,344,728,1,0.527,0.3,"5-O","O","low","H","5-O 1"
"726",1,"12","01:46.0","11/25/20","20:01:46",FALSE,570,306,1039,1,0.705,0.4,"12-I","I","high","H","12-I 1"
"727",1,"9","02:32.0","11/25/20","20:02:32",FALSE,573,242,731,1,0.669,0.3,"9-O","O","high","H","9-O 1"
"728",1,"1","59:04.0","11/25/20","19:59:04",FALSE,557,383,979,1,0.609,0.3,"1-I","I","low","H","1-I 1"
"729",1,"7","58:20.0","11/25/20","19:58:20",FALSE,554,320,1002,1,0.681,0.3,"7-I","I","high","H","7-I 1"
"730",1,"3","56:58.0","11/25/20","19:56:58",FALSE,548,293,907,1,0.677,0.3,"3-O","O","low","H","3-O 1"
"731",1,"10","56:33.0","11/25/20","19:56:33",FALSE,547,219,786,1,0.721,0.4,"10-O","O","high","H","10-O 1"
"732",1,"8","57:32.0","11/25/20","19:57:32",FALSE,550,255,774,1,0.671,0.3,"8-O","O","high","H","8-O 1"
"733",1,"9","58:51.0","11/25/20","19:58:51",FALSE,556,342,1132,1,0.698,0.3,"9-I","I","high","H","9-I 1"
"734",1,"3","59:25.0","11/25/20","19:59:25",FALSE,559,373,870,1,0.571,0.3,"3-I","I","low","H","3-I 1"
"735",1,"1","57:11.0","11/25/20","19:57:11",FALSE,549,402,951,1,0.577,0.3,"1-O","O","low","H","1-O 1"
"736",1,"12","01:22.0","11/25/20","20:01:22",FALSE,568,324,1031,1,0.686,0.3,"12-O","O","high","H","12-O 1"
"737",1,"11","00:55.0","11/25/20","20:00:55",FALSE,566,450,1246,1,0.639,0.3,"11-O","O","low","H","11-O 1"
"738",1,"10","01:59.0","11/25/20","20:01:59",FALSE,571,245,780,1,0.686,0.3,"10-I","I","high","H","10-I 1"
"739",1,"5","58:34.0","11/25/20","19:58:34",FALSE,555,347,824,1,0.579,0.3,"5-I","I","low","H","5-I 1"
"740",1,"8","58:05.0","11/25/20","19:58:05",FALSE,553,392,962,1,0.593,0.3,"8-I","I","high","H","8-I 1"
"741",1,"13","02:16.0","11/25/20","20:02:16",FALSE,572,325,903,1,0.64,0.3,"13-O","O","high","H","13-O 1"
"742",1,"4","56:21.0","11/25/20","19:56:21",FALSE,546,334,886,1,0.623,0.3,"4-I","I","low","H","4-I 1"
"743",1,"7","00:09.0","11/25/20","20:00:09",FALSE,562,253,791,1,0.68,0.3,"7-O","O","high","H","7-O 1"
"744",2,"11","52:31.0","11/25/20","19:52:31",FALSE,530,298,855,1,0.651,0.3,"11-O","O","low","H","11-O 2"
"745",2,"2","52:52.0","11/25/20","19:52:52",FALSE,531,219,669,1,0.673,0.3,"2-O","O","low","H","2-O 2"
"746",2,"13","49:11.0","11/25/20","19:49:11",FALSE,519,517,1540,1,0.664,0.3,"13-I","I","high","H","13-I 2"
"747",2,"7","50:28.0","11/25/20","19:50:28",FALSE,524,342,1148,1,0.702,0.4,"7-I","I","high","H","7-I 2"
"748",2,"10","54:07.0","11/25/20","19:54:07",FALSE,536,360,1209,1,0.702,0.4,"10-I","I","high","H","10-I 2"
"749",2,"9","50:14.0","11/25/20","19:50:14",FALSE,523,274,967,1,0.717,0.4,"9-I","I","high","H","9-I 2"
"750",2,"12","46:45.0","11/25/20","19:46:45",FALSE,510,426,1208,1,0.647,0.3,"12-I","I","high","H","12-I 2"
"751",2,"2","47:30.0","11/25/20","19:47:30",FALSE,513,414,1044,1,0.603,0.3,"2-I","I","low","H","2-I 2"
"752",2,"12","46:27.0","11/25/20","19:46:27",FALSE,509,328,923,1,0.645,0.3,"12-O","O","high","H","12-O 2"
"753",2,"4","53:07.0","11/25/20","19:53:07",FALSE,532,545,1586,1,0.656,0.3,"4-I","I","low","H","4-I 2"
"754",2,"1","47:17.0","11/25/20","19:47:17",FALSE,512,452,1117,1,0.595,0.3,"1-I","I","low","H","1-I 2"
"755",2,"7","49:58.0","11/25/20","19:49:58",FALSE,522,502,1265,1,0.603,0.3,"7-O","O","high","H","7-O 2"
"756",2,"1","50:54.0","11/25/20","19:50:54",FALSE,526,263,854,1,0.692,0.3,"1-O","O","low","H","1-O 2"
"757",2,"3","47:01.0","11/25/20","19:47:01",FALSE,511,369,1094,1,0.663,0.3,"3-I","I","low","H","3-I 2"
"758",2,"8","48:20.0","11/25/20","19:48:20",FALSE,516,224,879,1,0.745,0.4,"8-O","O","high","H","8-O 2"
"759",2,"8","50:41.0","11/25/20","19:50:41",FALSE,525,329,1027,1,0.68,0.3,"8-I","I","high","H","8-I 2"
"760",2,"5","47:45.0","11/25/20","19:47:45",FALSE,514,264,619,1,0.574,0.3,"5-I","I","low","H","5-I 2"
"761",2,"13","51:34.0","11/25/20","19:51:34",FALSE,527,240,780,1,0.692,0.3,"13-O","O","high","H","13-O 2"
"762",2,"11","55:05.0","11/25/20","19:55:05",FALSE,540,464,1348,1,0.656,0.3,"11-I","I","low","H","11-I 2"
"763",2,"5","54:49.0","11/25/20","19:54:49",FALSE,539,317,907,1,0.65,0.3,"5-O","O","low","H","5-O 2"
"764",2,"10","53:52.0","11/25/20","19:53:52",FALSE,535,305,834,1,0.634,0.3,"10-O","O","high","H","10-O 2"
"765",2,"3","49:43.0","11/25/20","19:49:43",FALSE,521,465,1210,1,0.616,0.3,"3-O","O","low","H","3-O 2"
"766",2,"9","49:27.0","11/25/20","19:49:27",FALSE,520,472,1711,1,0.724,0.4,"9-O","O","high","H","9-O 2"
"767",2,"4","48:00.0","11/25/20","19:48:00",FALSE,515,327,1115,1,0.707,0.4,"4-O","O","low","H","4-O 2"
"768",3,"1","39:29.0","11/25/20","19:39:29",FALSE,479,315,693,1,0.545,0.3,"1-I","I","low","H","1-I 3"
"769",3,"3","37:30.0","11/25/20","19:37:30",FALSE,472,324,844,1,0.616,0.3,"3-O","O","low","H","3-O 3"
"770",3,"8","43:30.0","11/25/20","19:43:30",FALSE,495,248,627,1,0.604,0.3,"8-O","O","high","H","8-O 3"
"771",3,"13","43:14.0","11/25/20","19:43:14",FALSE,494,294,830,1,0.646,0.3,"13-I","I","high","H","13-I 3"
"772",3,"10","37:47.0","11/25/20","19:37:47",FALSE,473,375,1160,1,0.677,0.3,"10-I","I","high","H","10-I 3"
"773",3,"13","42:27.0","11/25/20","19:42:27",FALSE,492,311,1057,1,0.706,0.4,"13-O","O","high","H","13-O 3"
"774",3,"1","41:59.0","11/25/20","19:41:59",FALSE,490,387,1075,1,0.64,0.3,"1-O","O","low","H","1-O 3"
"775",3,"12","38:40.0","11/25/20","19:38:40",FALSE,476,316,1096,1,0.712,0.4,"12-O","O","high","H","12-O 3"
"776",3,"8","44:42.0","11/25/20","19:44:42",FALSE,500,423,1149,1,0.632,0.3,"8-I","I","high","H","8-I 3"
"777",3,"12","39:43.0","11/25/20","19:39:43",FALSE,480,435,1285,1,0.661,0.3,"12-I","I","high","H","12-I 3"
"778",3,"9","40:28.0","11/25/20","19:40:28",FALSE,483,450,1121,1,0.599,0.3,"9-I","I","high","H","9-I 3"
"779",3,"12","44:28.0","11/25/20","19:44:28",FALSE,499,377,923,1,0.592,0.3,"12-I","I","high","H","12-I 3"
"780",3,"11","44:54.0","11/25/20","19:44:54",FALSE,501,410,1250,1,0.672,0.3,"11-O","O","low","H","11-O 3"
"781",3,"4","45:06.0","11/25/20","19:45:06",FALSE,502,566,1501,1,0.623,0.3,"4-O","O","low","H","4-O 3"
"782",3,"2","39:11.0","11/25/20","19:39:11",FALSE,478,324,1155,1,0.719,0.4,"2-I","I","low","H","2-I 3"
"783",3,"10","40:43.0","11/25/20","19:40:43",FALSE,484,279,982,1,0.716,0.4,"10-O","O","high","H","10-O 3"
"784",3,"7","42:58.0","11/25/20","19:42:58",FALSE,493,370,1028,1,0.64,0.3,"7-I","I","high","H","7-I 3"
"785",3,"11","38:22.0","11/25/20","19:38:22",FALSE,475,395,1007,1,0.608,0.3,"11-I","I","low","H","11-I 3"
"786",3,"2","38:59.0","11/25/20","19:38:59",FALSE,477,305,1080,1,0.718,0.4,"2-O","O","low","H","2-O 3"
"787",3,"9","43:47.0","11/25/20","19:43:47",FALSE,496,383,1187,1,0.677,0.3,"9-O","O","high","H","9-O 3"
"788",3,"5","41:33.0","11/25/20","19:41:33",FALSE,488,411,947,1,0.566,0.3,"5-O","O","low","H","5-O 3"
"789",3,"4","42:11.0","11/25/20","19:42:11",FALSE,491,484,1507,1,0.679,0.3,"4-I","I","low","H","4-I 3"
"790",3,"5","41:47.0","11/25/20","19:41:47",FALSE,489,320,1016,1,0.685,0.3,"5-I","I","low","H","5-I 3"
"791",3,"7","40:57.0","11/25/20","19:40:57",FALSE,485,339,1037,1,0.673,0.3,"7-O","O","high","H","7-O 3"
"792",3,"3","38:06.0","11/25/20","19:38:06",FALSE,474,441,1259,1,0.65,0.3,"3-I","I","low","H","3-I 3"
"793",4,"5","31:39.0","11/25/20","19:31:39",FALSE,446,358,909,1,0.606,0.3,"5-I","I","low","C","5-I 4"
"794",4,"1","30:24.0","11/25/20","19:30:24",FALSE,440,426,870,1,0.51,0.3,"1-I","I","low","C","1-I 4"
"795",4,"5","34:22.0","11/25/20","19:34:22",FALSE,457,235,679,1,0.654,0.3,"5-O","O","low","C","5-O 4"
"796",4,"4","33:25.0","11/25/20","19:33:25",FALSE,454,249,731,1,0.659,0.3,"4-O","O","low","C","4-O 4"
"797",4,"9","29:54.0","11/25/20","19:29:54",FALSE,437,391,1250,1,0.687,0.3,"9-O","O","high","C","9-O 4"
"798",4,"11","35:41.0","11/25/20","19:35:41",FALSE,463,191,528,1,0.638,0.3,"11-O","O","low","C","11-O 4"
"799",4,"4","27:58.0","11/25/20","19:27:58",FALSE,428,284,997,1,0.715,0.4,"4-I","I","low","C","4-I 4"
"800",4,"13","28:46.0","11/25/20","19:28:46",FALSE,432,482,1344,1,0.641,0.3,"13-I","I","high","C","13-I 4"
"801",4,"7","27:43.0","11/25/20","19:27:43",FALSE,427,268,815,1,0.671,0.3,"7-I","I","high","C","7-I 4"
"802",4,"2","32:05.0","11/25/20","19:32:05",FALSE,448,313,1022,1,0.694,0.3,"2-O","O","low","C","2-O 4"
"803",4,"3","32:36.0","11/25/20","19:32:36",FALSE,451,449,1343,1,0.666,0.3,"3-I","I","low","C","3-I 4"
"804",4,"2","29:41.0","11/25/20","19:29:41",FALSE,436,362,1061,1,0.659,0.3,"2-I","I","low","C","2-I 4"
"805",4,"11","34:38.0","11/25/20","19:34:38",FALSE,458,326,1077,1,0.697,0.3,"11-I","I","low","C","11-I 4"
"806",4,"1","31:22.0","11/25/20","19:31:22",FALSE,445,270,655,1,0.588,0.3,"1-O","O","low","C","1-O 4"
"807",4,"12","30:49.0","11/25/20","19:30:49",FALSE,442,409,1505,1,0.728,0.4,"12-O","O","high","C","12-O 4"
"808",4,"10","31:54.0","11/25/20","19:31:54",FALSE,447,249,831,1,0.7,0.4,"10-I","I","high","C","10-I 4"
"809",4,"9","36:01.0","11/25/20","19:36:01",FALSE,464,420,1409,1,0.702,0.4,"9-I","I","high","C","9-I 4"
"810",4,"12","28:12.0","11/25/20","19:28:12",FALSE,429,431,1212,1,0.644,0.3,"12-I","I","high","C","12-I 4"
"811",4,"8","32:50.0","11/25/20","19:32:50",FALSE,452,198,570,1,0.653,0.3,"8-O","O","high","C","8-O 4"
"812",4,"10","30:37.0","11/25/20","19:30:37",FALSE,441,297,1076,1,0.724,0.4,"10-O","O","high","C","10-O 4"
"813",4,"3","34:56.0","11/25/20","19:34:56",FALSE,459,274,875,1,0.687,0.3,"3-O","O","low","C","3-O 4"
"814",4,"13","29:05.0","11/25/20","19:29:05",FALSE,433,299,900,1,0.668,0.3,"13-O","O","high","C","13-O 4"
"815",4,"7","33:12.0","11/25/20","19:33:12",FALSE,453,309,882,1,0.65,0.3,"7-O","O","high","C","7-O 4"
"816",4,"8","35:08.0","11/25/20","19:35:08",FALSE,460,362,1241,1,0.708,0.4,"8-I","I","high","C","8-I 4"
"817",5,"1","22:35.0","11/25/20","19:22:35",FALSE,402,399,1137,1,0.649,0.3,"1-I","I","low","C","1-I 5"
"818",5,"12","22:04.0","11/25/20","19:22:04",FALSE,400,344,1244,1,0.723,0.4,"12-O","O","high","C","12-O 5"
"819",5,"4","19:40.0","11/25/20","19:19:40",FALSE,391,323,872,1,0.63,0.3,"4-O","O","low","C","4-O 5"
"820",5,"3","18:00.0","11/25/20","19:18:00",FALSE,384,496,1456,1,0.659,0.3,"3-I","I","low","C","3-I 5"
"821",5,"11","23:33.0","11/25/20","19:23:33",FALSE,406,361,1410,1,0.744,0.4,"11-O","O","low","C","11-O 5"
"822",5,"5","25:35.0","11/25/20","19:25:35",FALSE,416,377,1216,1,0.69,0.3,"5-O","O","low","C","5-O 5"
"823",5,"1","19:54.0","11/25/20","19:19:54",FALSE,392,305,916,1,0.667,0.3,"1-O","O","low","C","1-O 5"
"824",5,"7","18:46.0","11/25/20","19:18:46",FALSE,387,454,1397,1,0.675,0.3,"7-O","O","high","C","7-O 5"
"825",5,"13","19:27.0","11/25/20","19:19:27",FALSE,390,338,1151,1,0.706,0.4,"13-O","O","high","C","13-O 5"
"826",5,"2","22:50.0","11/25/20","19:22:50",FALSE,403,349,939,1,0.628,0.3,"2-I","I","low","C","2-I 5"
"827",5,"10","24:05.0","11/25/20","19:24:05",FALSE,408,337,1086,1,0.69,0.3,"10-O","O","high","C","10-O 5"
"828",5,"11","25:05.0","11/25/20","19:25:05",FALSE,413,483,1671,1,0.711,0.4,"11-I","I","low","C","11-I 5"
"829",5,"12","24:20.0","11/25/20","19:24:20",FALSE,409,317,911,1,0.652,0.3,"12-I","I","high","C","12-I 5"
"830",5,"7","25:47.0","11/25/20","19:25:47",FALSE,417,276,861,1,0.679,0.3,"7-I","I","high","C","7-I 5"
"831",5,"8","20:23.0","11/25/20","19:20:23",FALSE,395,225,611,1,0.632,0.3,"8-I","I","high","C","8-I 5"
"832",5,"5","21:09.0","11/25/20","19:21:09",FALSE,397,243,727,1,0.666,0.3,"5-I","I","low","C","5-I 5"
"833",5,"4","18:29.0","11/25/20","19:18:29",FALSE,386,439,1499,1,0.707,0.4,"4-I","I","low","C","4-I 5"
"834",5,"10","20:55.0","11/25/20","19:20:55",FALSE,396,320,899,1,0.644,0.3,"10-I","I","high","C","10-I 5"
"835",5,"8","23:50.0","11/25/20","19:23:50",FALSE,407,318,918,1,0.654,0.3,"8-O","O","high","C","8-O 5"
"836",5,"9","18:13.0","11/25/20","19:18:13",FALSE,385,392,1164,1,0.663,0.3,"9-O","O","high","C","9-O 5"
"837",5,"9","22:21.0","11/25/20","19:22:21",FALSE,401,386,1378,1,0.72,0.4,"9-I","I","high","C","9-I 5"
"838",5,"3","24:50.0","11/25/20","19:24:50",FALSE,412,331,946,1,0.65,0.3,"3-O","O","low","C","3-O 5"
"839",5,"2","21:47.0","11/25/20","19:21:47",FALSE,399,364,1017,1,0.642,0.3,"2-O","O","low","C","2-O 5"
"840",5,"13","21:35.0","11/25/20","19:21:35",FALSE,398,345,1210,1,0.715,0.4,"13-I","I","high","C","13-I 5"
"841",6,"3","15:04.0","11/25/20","19:15:04",FALSE,369,290,830,1,0.651,0.3,"3-O","O","low","C","3-O 6"
"842",6,"4","16:49.0","11/25/20","19:16:49",FALSE,376,270,868,1,0.689,0.3,"4-O","O","low","C","4-O 6"
"843",6,"11","13:43.0","11/25/20","19:13:43",FALSE,364,395,1249,1,0.684,0.3,"11-I","I","low","C","11-I 6"
"844",6,"3","08:57.0","11/25/20","19:08:57",FALSE,344,473,1304,1,0.637,0.3,"3-I","I","low","C","3-I 6"
"845",6,"12","12:24.0","11/25/20","19:12:24",FALSE,358,415,1269,1,0.673,0.3,"12-I","I","high","C","12-I 6"
"846",6,"2","17:11.0","11/25/20","19:17:11",FALSE,378,359,1351,1,0.734,0.4,"2-I","I","low","C","2-I 6"
"847",6,"8","13:29.0","11/25/20","19:13:29",FALSE,363,369,1037,1,0.644,0.3,"8-O","O","high","C","8-O 6"
"848",6,"7","11:30.0","11/25/20","19:11:30",FALSE,355,299,1089,1,0.725,0.4,"7-O","O","high","C","7-O 6"
"849",6,"1","10:12.0","11/25/20","19:10:12",FALSE,349,443,1070,1,0.586,0.3,"1-O","O","low","C","1-O 6"
"850",6,"11","12:38.0","11/25/20","19:12:38",FALSE,359,312,1302,1,0.76,0.4,"11-O","O","low","C","11-O 6"
"851",6,"10","14:29.0","11/25/20","19:14:29",FALSE,367,357,1116,1,0.68,0.3,"10-I","I","high","C","10-I 6"
"852",6,"2","10:59.0","11/25/20","19:10:59",FALSE,352,429,1338,1,0.679,0.3,"2-O","O","low","C","2-O 6"
"853",6,"5","10:30.0","11/25/20","19:10:30",FALSE,350,474,1582,1,0.7,0.4,"5-I","I","low","C","5-I 6"
"854",6,"4","15:38.0","11/25/20","19:15:38",FALSE,371,543,1634,1,0.668,0.3,"4-I","I","low","C","4-I 6"
